,iata,iso,name,continent,type,lat,lon,size,status
2194,AFN,US,Jaffrey Airport Silver Ranch Airport,NA,airport,42.833332,-72.066666,small,1
2195,AFO,US,Afton Municipal Airport,NA,airport,42.733334,-110.933334,small,1
2196,AFW,US,Fort Worth Alliance Airport,NA,airport,32.986668,-97.316666,large,1
2197,AGC,US,Allegheny County Airport,NA,airport,40.35472,-79.93,medium,1
2198,AGO,US,Magnolia Municipal Airport,NA,airport,33.266666,-93.23333,small,1
2199,AGS,US,Augusta Regional At Bush Field,NA,airport,33.373665,-81.973434,large,1
2200,AHC,US,Amedee Army Air Field,NA,airport,40.15,-120.13333,small,1
2201,AHH,US,Amery Municipal Airport,NA,airport,45.3,-92.35,small,1
2202,AHN,US,Athens Ben Epps Airport,NA,airport,33.95195,-83.32472,medium,1
2203,AIA,US,Alliance Municipal Airport,NA,airport,42.051666,-102.80666,small,1
2204,AID,US,Anderson Municipal Darlington Field,NA,airport,40.166668,-85.683334,small,1
2205,AIK,US,Aiken Municipal Airport,NA,airport,33.649014,-81.68407,small,1
2206,AIO,US,Atlantic Municipal Airport,NA,airport,41.4,-95.01667,small,1
2207,AIV,US,George Downer Airport,NA,airport,33.13333,-88.15,small,1
2208,AIY,US,Atlantic City Municipal Bader Field,NA,closed,,,,0
2209,AIZ,US,Lee C Fine Memorial Airport,NA,airport,38.09833,-92.54722,small,1
2210,AKO,US,Colorado Plains Regional Airport,NA,airport,40.166668,-103.21667,small,1
2211,AKC,US,Akron Fulton International Airport,NA,airport,41.04,-81.46778,medium,1
2212,ALB,US,Albany International Airport,NA,airport,42.745277,-73.809555,medium,1
2213,ALI,US,Alice International Airport,NA,airport,27.75,-98.066666,medium,1
2214,ALM,US,Alamogordo White Sands Regional Airport,NA,airport,32.845833,-105.985275,medium,1
2215,ALN,US,St Louis Regional Airport,NA,airport,38.891666,-90.04833,medium,1
2216,ALO,US,Waterloo Regional Airport,NA,airport,42.55611,-92.39972,medium,1
2217,ALS,US,San Luis Valley Regional Bergman Field,NA,airport,37.43667,-105.86667,medium,1
2218,ALW,US,Walla Walla Regional Airport,NA,airport,46.094723,-118.291115,medium,1
2219,ALX,US,Thomas C Russell Field,NA,airport,32.933334,-85.95,small,1
2220,AMA,US,Rick Husband Amarillo International Airport,NA,airport,35.218273,-101.70513,large,1
2221,AMN,US,RPD Airport,NA,airport,43.38333,-84.65,small,1
2222,AMW,US,Ames Municipal Airport,NA,airport,41.994167,-93.61833,small,1
2223,ANB,US,Anniston Metropolitan Airport,NA,airport,33.59028,-85.855835,medium,1
2224,AND,US,Anderson Regional Airport,NA,airport,34.49361,-82.71,medium,1
2225,ANP,US,Lee Airport,NA,airport,38.983334,-76.5,small,1
2226,ANQ,US,Tri State Steuben County Airport,NA,airport,41.63333,-85.0,small,1
2227,ANW,US,Ainsworth Municipal Airport,NA,airport,42.55,-99.86667,small,1
2228,ANY,US,Anthony Municipal Airport,NA,airport,37.15,-98.03333,small,1
2229,AOH,US,Lima Allen County Airport,NA,airport,40.766666,-84.1,small,1
2230,AOO,US,Altoona Blair County Airport,NA,airport,40.297222,-78.32,medium,1
2231,APA,US,Centennial Airport,NA,airport,39.572124,-104.84872,medium,1
2232,APC,US,Napa County Airport,NA,airport,38.212223,-122.28,small,1
2233,APF,US,Naples Municipal Airport,NA,airport,26.152779,-81.775276,medium,1
2234,APG,US,Phillips Army Air Field,NA,airport,39.5,-76.166664,medium,1
2235,APH,US,A P Hill Aaf (Fort A P Hill) Airport,NA,airport,38.05,-77.35,small,1
2236,APN,US,Alpena County Regional Airport,NA,airport,45.08167,-83.55583,medium,1
2237,APT,US,Marion County Brown Field,NA,airport,35.066666,-85.5,small,1
2238,APV,US,Apple Valley Airport,NA,airport,34.52639,-117.212776,small,1
2239,ARA,US,Acadiana Regional Airport,NA,airport,30.037779,-91.88389,medium,1
2240,ARB,US,Ann Arbor Municipal Airport,NA,airport,42.3,-83.75,small,1
2241,ARG,US,Walnut Ridge Regional Airport,NA,airport,36.066666,-90.95,small,1
2242,ART,US,Watertown International Airport,NA,airport,43.990833,-76.021385,medium,1
2243,ATL,US,Hartsfield Jackson Atlanta International Airport,NA,airport,33.640068,-84.44403,large,1
2244,ATW,US,Outagamie County Regional Airport,NA,airport,44.26011,-88.50994,small,1
2245,ATY,US,Watertown Regional Airport,NA,airport,44.90889,-97.15417,medium,1
2246,AUG,US,Augusta State Airport,NA,airport,44.318054,-69.79667,medium,1
2247,AUS,US,Austin Bergstrom International Airport,NA,airport,30.202545,-97.66706,large,1
2248,AVL,US,Asheville Regional Airport,NA,airport,35.43508,-82.537315,large,1
2249,AVO,US,Avon Park Executive Airport,NA,airport,27.6,-81.51667,small,1
2250,AVP,US,Wilkes Barre Scranton International Airport,NA,airport,41.336697,-75.730644,medium,1
2251,AWM,US,West Memphis Municipal Airport,NA,airport,35.13333,-90.183334,small,1
2252,AXN,US,Chandler Field,NA,airport,45.86722,-95.394165,medium,1
2253,AXS,US,Altus Quartz Mountain Regional Airport,NA,airport,34.696667,-99.33806,small,1
2254,AXV,US,Neil Armstrong Airport,NA,airport,40.566666,-84.2,small,1
2255,AXX,US,Angel Fire Airport,NA,airport,36.416668,-105.28333,small,1
2256,AYE,US,Ft Devens Moore Army Air Field,NA,closed,,,,0
2257,AYS,US,Waycross Ware County Airport,NA,airport,31.248611,-82.39667,small,1
2258,AZO,US,Kalamazoo Battle Creek International Airport,NA,airport,42.239964,-85.55656,medium,1
2259,BAB,US,Beale Air Force Base,NA,airport,39.15,-121.583336,large,1
2260,BAD,US,Barksdale Air Force Base,NA,airport,32.5,-93.666664,large,1
2261,BAF,US,Barnes Municipal Airport,NA,airport,42.157955,-72.71562,medium,1
2262,BDL,US,Bradley International Airport,NA,airport,41.92953,-72.6847,large,1
2263,BDR,US,Igor I Sikorsky Memorial Airport,NA,airport,41.164165,-73.12444,medium,1
2264,BED,US,Laurence G Hanscom Field,NA,airport,42.470833,-71.29,medium,1
2265,BFD,US,Bradford Regional Airport,NA,airport,41.802223,-78.63944,medium,1
2266,BFF,US,Western Neb. Rgnl/William B. Heilig Airport,NA,airport,41.87528,-103.60111,medium,1
2267,BFI,US,Boeing Field King County International Airport,NA,airport,47.5371,-122.3037,large,1
2268,BFL,US,Meadows Field,NA,airport,35.429626,-119.04533,medium,1
2269,BGM,US,Greater Binghamton/Edwin A Link field,NA,airport,42.208534,-75.98294,medium,1
2270,BGR,US,Bangor International Airport,NA,airport,44.812298,-68.82102,large,1
2271,BHB,US,Hancock County-Bar Harbor Airport,NA,airport,44.44889,-68.361664,medium,1
2272,BHM,US,Birmingham-Shuttlesworth International Airport,NA,airport,33.560833,-86.75219,large,1
2273,BIL,US,Billings Logan International Airport,NA,airport,45.803417,-108.53723,large,1
2274,BIS,US,Bismarck Municipal Airport,NA,airport,46.77448,-100.75821,medium,1
2275,BKL,US,Burke Lakefront Airport,NA,airport,41.516945,-81.683334,medium,1
2276,BKW,US,Raleigh County Memorial Airport,NA,airport,37.781944,-81.12417,medium,1
2277,BKX,US,Brookings Regional Airport,NA,airport,44.303333,-96.81111,small,1
2278,BLF,US,Mercer County Airport,NA,airport,37.295834,-81.20805,medium,1
2279,BLI,US,Bellingham International Airport,NA,airport,48.795734,-122.53267,medium,1
2280,BMG,US,Monroe County Airport,NA,airport,39.14,-86.61472,medium,1
2281,BMI,US,Central Illinois Regional Airport at Bloomington-Normal,NA,airport,40.48401,-88.91483,large,1
2282,BMT,US,Beaumont Municipal Airport,NA,airport,30.083332,-94.1,small,1
2283,BNA,US,Nashville International Airport,NA,airport,36.13174,-86.668945,large,1
2284,BOI,US,Boise Air Terminal/Gowen field,NA,airport,43.569263,-116.22193,large,1
2285,BOS,US,General Edward Lawrence Logan International Airport,NA,airport,42.36646,-71.02018,large,1
2286,BPT,US,Southeast Texas Regional Airport,NA,airport,29.950832,-94.02,medium,1
2287,BQK,US,Brunswick Golden Isles Airport,NA,airport,31.166668,-81.48333,medium,1
2288,BRL,US,Southeast Iowa Regional Airport,NA,airport,40.78611,-91.12334,medium,1
2289,BRO,US,Brownsville South Padre Island International Airport,NA,airport,25.90889,-97.42333,medium,1
2290,BTM,US,Bert Mooney Airport,NA,airport,45.95111,-112.49389,medium,1
2291,BTR,US,"Baton Rouge Metropolitan, Ryan Field",NA,airport,30.532537,-91.156906,large,1
2292,BTV,US,Burlington International Airport,NA,airport,44.469013,-73.15527,medium,1
2293,BTY,US,Beatty Airport,NA,airport,36.9,-116.76667,small,1
2294,BUB,US,Cram Field,NA,airport,41.783333,-99.13333,small,1
2295,BUF,US,Buffalo Niagara International Airport,NA,airport,42.933826,-78.731804,large,1
2296,BUM,US,Butler Memorial Airport,NA,airport,38.266666,-94.333336,small,1
2297,BUR,US,Bob Hope Airport,NA,airport,34.19619,-118.35411,medium,1
2298,BVO,US,Bartlesville Municipal Airport,NA,airport,36.7625,-96.01083,small,1
2299,BVX,US,Batesville Regional Airport,NA,airport,35.766666,-91.65,small,1
2300,BVY,US,Beverly Municipal Airport,NA,airport,42.55,-70.88333,medium,1
2301,BWC,US,Brawley Municipal Airport,NA,airport,32.992867,-115.51688,small,1
2302,BWD,US,Brownwood Regional Airport,NA,airport,31.794722,-98.956665,small,1
2303,BWG,US,Bowling Green Warren County Regional Airport,NA,airport,36.962223,-86.42222,medium,1
2304,BWI,US,Baltimore/Washington International Thurgood Marshal Airport,NA,airport,39.179527,-76.66894,large,1
2305,BXA,US,George R Carr Memorial Air Field,NA,airport,30.933332,-89.88333,small,1
2306,BXK,US,Buckeye Municipal Airport,NA,airport,33.36667,-112.583336,small,1
2307,BYS,US,Bicycle Lake Army Air Field,NA,airport,35.266666,-116.566666,medium,1
2308,BZN,US,Gallatin Field,NA,airport,45.777687,-111.16033,medium,1
2309,CLG,US,New Coalinga Municipal Airport,NA,airport,36.15,-120.35,small,1
2310,CAE,US,Columbia Metropolitan Airport,NA,airport,33.946907,-81.12501,large,1
2311,CAK,US,Akron Canton Regional Airport,NA,airport,40.914963,-81.43583,medium,1
2312,CDC,US,Cedar City Regional Airport,NA,airport,37.7025,-113.09611,medium,1
2313,CEC,US,Jack Mc Namara Field Airport,NA,airport,41.78,-124.23583,medium,1
2314,CEF,US,Westover ARB/Metropolitan Airport,NA,airport,42.183376,-72.55383,medium,1
2315,CGI,US,Cape Girardeau Regional Airport,NA,airport,37.22361,-89.57167,medium,1
2316,CGX,US,Chicago Meigs Airport,NA,closed,,,,0
2317,CHA,US,Lovell Field,NA,airport,35.036926,-85.197784,large,1
2318,CHO,US,Charlottesville Albemarle Airport,NA,airport,38.139416,-78.44928,medium,1
2319,CHS,US,Charleston Air Force Base-International Airport,NA,airport,32.884354,-80.037155,large,1
2320,CID,US,The Eastern Iowa Airport,NA,airport,41.889423,-91.7003,large,1
2321,CIU,US,Chippewa County International Airport,NA,airport,46.5,-84.35,medium,1
2322,CKB,US,North Central West Virginia Airport,NA,airport,39.295555,-80.22945,medium,1
2323,KCL,US,Chignik Lagoon Airport,NA,airport,56.308334,-158.53194,small,1
2324,CLE,US,Cleveland Hopkins International Airport,NA,airport,41.410854,-81.83821,large,1
2325,CLL,US,Easterwood Field,NA,airport,30.593842,-96.36682,medium,1
2326,CLM,US,William R Fairchild International Airport,NA,airport,48.121883,-123.49511,medium,1
2327,CLT,US,Charlotte Douglas International Airport,NA,airport,35.219166,-80.93584,large,1
2328,CMH,US,Port Columbus International Airport,NA,airport,39.99818,-82.884964,large,1
2329,CMI,US,University of Illinois Willard Airport,NA,airport,40.039665,-88.26905,medium,1
2330,CMX,US,Houghton County Memorial Airport,NA,airport,47.167778,-88.48639,medium,1
2331,CNM,US,Cavern City Air Terminal,NA,airport,32.337223,-104.26278,medium,1
2332,COS,US,City of Colorado Springs Municipal Airport,NA,airport,38.79713,-104.70056,large,1
2333,COU,US,Columbia Regional Airport,NA,airport,38.81361,-92.21917,medium,1
2334,CPR,US,Casper-Natrona County International Airport,NA,airport,42.90861,-106.4625,large,1
2335,CRO,US,Corcoran Airport,NA,airport,36.1,-119.55,small,1
2336,CRP,US,Corpus Christi International Airport,NA,airport,27.774813,-97.50249,large,1
2337,CRW,US,Yeager Airport,NA,airport,38.370342,-81.596504,large,1
2338,CSG,US,Columbus Metropolitan Airport,NA,airport,32.513332,-84.94111,medium,1
2339,CVG,US,Cincinnati Northern Kentucky International Airport,NA,airport,39.0555,-84.66145,large,1
2340,KIP,US,Kickapoo Downtown Airport,NA,airport,33.9,-98.5,small,1
2341,CWF,US,Chennault International Airport,NA,airport,30.305918,-93.23189,small,1
2342,CYS,US,Cheyenne Regional Jerry Olson Field,NA,airport,41.155834,-104.816666,medium,1
2343,DAB,US,Daytona Beach International Airport,NA,airport,29.185192,-81.06083,medium,1
2344,DAL,US,Dallas Love Field,NA,airport,32.84391,-96.85,large,1
2345,DAN,US,Danville Regional Airport,NA,airport,36.573055,-79.335,medium,1
2346,DAY,US,James M Cox Dayton International Airport,NA,airport,39.898006,-84.220764,large,1
2347,DBQ,US,Dubuque Regional Airport,NA,airport,42.41,-90.71083,large,1
2348,DCA,US,Ronald Reagan Washington National Airport,NA,airport,38.853436,-77.04346,large,1
2349,DDC,US,Dodge City Regional Airport,NA,airport,37.761665,-99.965,medium,1
2350,DEC,US,Decatur Airport,NA,airport,39.834167,-88.868614,medium,1
2351,DEN,US,Denver International Airport,NA,airport,39.84939,-104.672844,large,1
2352,DET,US,Coleman A. Young Municipal Airport,NA,airport,42.40932,-83.005104,medium,1
2353,DFW,US,Dallas Fort Worth International Airport,NA,airport,32.89746,-97.036125,large,1
2354,DHN,US,Dothan Regional Airport,NA,airport,31.32,-85.44833,medium,1
2355,DLH,US,Duluth International Airport,NA,airport,46.838974,-92.18019,large,1
2356,DNL,US,Daniel Field,NA,airport,33.468098,-82.0392,medium,1
2357,DSM,US,Des Moines International Airport,NA,airport,41.532433,-93.64809,large,1
2358,DTW,US,Detroit Metropolitan Wayne County Airport,NA,airport,42.20781,-83.35605,large,1
2359,DUJ,US,DuBois Regional Airport,NA,airport,41.178333,-78.89889,medium,1
2360,JJM,KE,Mulika Lodge Airport,AF,airport,0.233194,38.183334,small,1
2361,VPG,KE,Vipingo Estate Airport,AF,airport,-3.842778,39.805,small,1
2362,KRV,KE,Kerio Valley Airport,AF,airport,2.983333,36.11667,small,1
2363,KIU,KE,Kiunga Airport,AF,airport,-1.733333,41.516666,small,1
2364,LBK,KE,Liboi Airport,AF,airport,0.383333,40.966667,small,1
2365,LBN,KE,Lake Baringo Airport,AF,airport,0.666667,36.083332,small,1
2366,LKU,KE,Lake Rudolf Airport,AF,airport,3.416667,35.88333,small,1
2367,MRE,KE,Mara Lodges Airport,AF,airport,-1.300368,35.05885,small,1
2368,MUM,KE,Mumias Airport,AF,airport,0.333333,34.483334,small,1
2369,ALE,US,Alpine Casparis Municipal Airport,NA,airport,30.416668,-103.75,small,1
2370,BGT,US,Bagdad Airport,NA,airport,34.59398,-113.1687,small,1
2371,EAR,US,Kearney Regional Airport,NA,airport,40.728333,-98.998886,small,1
2372,EAU,US,Chippewa Valley Regional Airport,NA,airport,44.864445,-91.48722,medium,1
2373,ECP,US,Northwest Florida Beaches International Airport,NA,airport,30.357803,-85.79892,small,1
2374,EEN,US,Dillant Hopkins Airport,NA,airport,42.900833,-72.270836,medium,1
2375,EGE,US,Eagle County Regional Airport,NA,airport,39.63988,-106.91347,medium,1
2376,KEK,US,Ekwok Airport,NA,airport,59.355278,-157.4775,small,1
2377,EKO,US,Elko Regional Airport,NA,airport,40.82389,-115.78972,medium,1
2378,ELD,US,South Arkansas Regional At Goodwin Field,NA,airport,33.220554,-92.81472,medium,1
2379,ELM,US,Elmira Corning Regional Airport,NA,airport,42.16304,-76.89586,medium,1
2380,ELP,US,El Paso International Airport,NA,airport,31.798948,-106.396,medium,1
2381,ERI,US,Erie International Tom Ridge Field,NA,airport,42.08314,-80.18203,large,1
2382,EUG,US,Mahlon Sweet Field,NA,airport,44.119198,-123.21197,medium,1
2383,EVV,US,Evansville Regional Airport,NA,airport,38.046165,-87.52796,medium,1
2384,EWB,US,New Bedford Regional Airport,NA,airport,41.676945,-70.95917,medium,1
2385,EWN,US,Coastal Carolina Regional Airport,NA,airport,35.078342,-77.03462,medium,1
2386,EWR,US,Newark Liberty International Airport,NA,airport,40.68907,-74.17876,large,1
2387,EYW,US,Key West International Airport,NA,airport,24.553574,-81.75501,medium,1
2388,FAR,US,Hector International Airport,NA,airport,46.91953,-96.82551,medium,1
2389,FAT,US,Fresno Yosemite International Airport,NA,airport,36.769623,-119.72024,medium,1
2390,FAY,US,Fayetteville Regional Grannis Field,NA,airport,34.99132,-78.88722,medium,1
2391,FBG,US,Simmons Army Air Field,NA,airport,35.131943,-78.936386,medium,1
2392,FCS,US,Butts AAF (Fort Carson) Air Field,NA,airport,38.833332,-104.816666,medium,1
2393,KFE,AU,Fortescue - Dave Forrest Aerodrome,OC,airport,-22.291945,119.437225,small,1
2394,FRD,US,Friday Harbor Airport,NA,airport,48.524807,-123.0265,small,1
2395,FHU,US,Sierra Vista Municipal Libby Army Air Field,NA,airport,31.588888,-110.343056,medium,1
2396,FLG,US,Flagstaff Pulliam Airport,NA,airport,35.13778,-111.67167,medium,1
2397,FLL,US,Fort Lauderdale Hollywood International Airport,NA,airport,26.071491,-80.144905,large,1
2398,FLO,US,Florence Regional Airport,NA,airport,34.18889,-79.72444,medium,1
2399,FLU,US,Flushing Airport,NA,closed,,,,0
2400,FNT,US,Bishop International Airport,NA,airport,42.973812,-83.73891,medium,1
2401,FOD,US,Fort Dodge Regional Airport,NA,airport,42.5525,-94.18972,medium,1
2402,FOE,US,Forbes Field,NA,airport,38.9525,-95.6625,medium,1
2403,FIL,US,Fillmore Municipal Airport,NA,airport,38.958332,-112.3625,small,1
2404,FPR,US,St Lucie County International Airport,NA,airport,27.45,-80.333336,medium,1
2405,FRH,US,French Lick Municipal Airport,NA,airport,38.55,-86.61667,small,1
2406,FRI,US,Marshall Army Air Field,NA,airport,39.083332,-96.78333,medium,1
2407,FRM,US,Fairmont Municipal Airport,NA,airport,43.64722,-94.423615,small,1
2408,FSD,US,Joe Foss Field Airport,NA,airport,43.580296,-96.73115,medium,1
2409,FSM,US,Fort Smith Regional Airport,NA,airport,35.34124,-94.3589,large,1
2410,FMS,US,Fort Madison Municipal Airport,NA,airport,40.65889,-91.3275,small,1
2411,FTW,US,Fort Worth Meacham International Airport,NA,airport,32.75,-97.333336,large,1
2412,FWA,US,Fort Wayne International Airport,NA,airport,40.98666,-85.18771,large,1
2413,FYV,US,Drake Field,NA,airport,36.003613,-94.17,medium,1
2414,GCK,US,Garden City Regional Airport,NA,airport,37.92861,-100.72972,medium,1
2415,GCN,US,Grand Canyon National Park Airport,NA,airport,35.951942,-112.1475,medium,1
2416,GEG,US,Spokane International Airport,NA,airport,47.62515,-117.537636,large,1
2417,GFK,US,Grand Forks International Airport,NA,airport,47.9488,-97.17587,medium,1
2418,GGG,US,East Texas Regional Airport,NA,airport,32.386665,-94.71528,medium,1
2419,GGW,US,Wokal Field Glasgow International Airport,NA,airport,48.212776,-106.615555,medium,1
2420,GJT,US,Grand Junction Regional Airport,NA,airport,39.122665,-108.528336,medium,1
2421,GLH,US,Mid Delta Regional Airport,NA,airport,33.484444,-90.985,medium,1
2422,GLS,US,Scholes International At Galveston Airport,NA,airport,29.2675,-94.860275,medium,1
2423,GNV,US,Gainesville Regional Airport,NA,airport,29.686142,-82.276794,medium,1
2424,GON,US,Groton New London Airport,NA,airport,41.328888,-72.04639,medium,1
2425,FCA,US,Glacier Park International Airport,NA,airport,48.307304,-114.25315,medium,1
2426,GPT,US,Gulfport Biloxi International Airport,NA,airport,30.413284,-89.07203,large,1
2427,GRB,US,Austin Straubel International Airport,NA,airport,44.492847,-88.121895,large,1
2428,GRI,US,Central Nebraska Regional Airport,NA,airport,40.96722,-98.30666,medium,1
2429,GRK,US,Robert Gray  Army Air Field Airport,NA,airport,31.061821,-97.820915,medium,1
2430,GRR,US,Gerald R. Ford International Airport,NA,airport,42.88501,-85.52974,medium,1
2431,GSO,US,Piedmont Triad International Airport,NA,airport,36.105324,-79.9373,large,1
2432,GSP,US,Greenville Spartanburg International Airport,NA,airport,34.890568,-82.21706,large,1
2433,GTF,US,Great Falls International Airport,NA,airport,47.481888,-111.35636,medium,1
2434,GUP,US,Gallup Municipal Airport,NA,airport,35.511112,-108.78667,medium,1
2435,GVT,US,Majors Airport,NA,airport,33.066666,-96.06167,small,1
2436,GVW,US,Richards-Gebaur Air Force Base,NA,closed,,,,0
2437,GYY,US,Gary Chicago International Airport,NA,airport,41.61667,-87.416664,medium,1
2438,HGR,US,Hagerstown Regional Richard A Henson Field,NA,airport,39.70778,-77.73,medium,1
2439,HIB,US,Chisholm Hibbing Airport,NA,airport,47.38861,-92.83861,large,1
2440,HKY,US,Hickory Regional Airport,NA,airport,35.73861,-81.39167,medium,1
2441,HLN,US,Helena Regional Airport,NA,airport,46.61052,-111.99018,medium,1
2442,HON,US,Huron Regional Airport,NA,airport,44.38361,-98.22639,medium,1
2443,HOT,US,Memorial Field,NA,airport,34.47889,-93.09611,medium,1
2444,HOU,US,William P Hobby Airport,NA,airport,29.654512,-95.277016,large,1
2445,HPN,US,Westchester County Airport,NA,airport,41.068672,-73.70389,medium,1
2446,HRL,US,Valley International Airport,NA,airport,26.223482,-97.662254,medium,1
2447,HRO,US,Boone County Airport,NA,airport,36.261665,-93.155556,medium,1
2448,HNC,US,Billy Mitchell Airport,NA,airport,35.216667,-75.7,small,1
2449,HSV,US,Huntsville International Carl T Jones Field,NA,airport,34.64857,-86.77484,large,1
2450,HTS,US,Tri-State/Milton J. Ferguson Field,NA,airport,38.366943,-82.556114,large,1
2451,HUF,US,Terre Haute International Hulman Field,NA,airport,39.454445,-87.3075,medium,1
2452,HVN,US,Tweed New Haven Airport,NA,airport,41.265278,-72.888336,medium,1
2453,HYA,US,Barnstable Municipal Boardman Polando Field,NA,airport,41.665833,-70.280556,medium,1
2454,IAB,US,Mc Connell Air Force Base,NA,airport,37.68114,-97.27617,medium,1
2455,IAD,US,Washington Dulles International Airport,NA,airport,38.95315,-77.44774,large,1
2456,IAG,US,Niagara Falls International Airport,NA,airport,43.1,-78.95,medium,1
2457,IAH,US,George Bush Intercontinental Houston Airport,NA,airport,29.983334,-95.34,large,1
2458,ICT,US,Wichita Mid Continent Airport,NA,airport,37.653046,-97.428955,large,1
2459,IDA,US,Idaho Falls Regional Airport,NA,airport,43.514854,-112.06751,medium,1
